    time   dayofyr        tmax        tmin         ppt     N2Oflux      NOflux     CH4oxid         NIT     CO2resp
 1969.4166  172    22.02    10.38     0.00       3.0307      10.1162       8.7463     107.5034   10958.1387
 1969.4166  173    22.53    12.84     0.00       3.0757      10.8702       9.4941     101.0405   10461.1039
 1969.4166  174    24.06    13.83     0.04       3.0513      11.7106      10.1694      89.8701    9637.6806
 1969.4166  175    26.06    16.26     0.67       3.2112      10.7577       9.3452     105.0844   10648.7632
 1969.4166  176    29.65    14.53     1.00       3.3861      10.6317       7.8552     124.1824   11719.8110
 1969.4166  177    26.42    14.23     0.03       3.2936      10.5987       8.8550     122.4597   11532.4378
 1969.4166  178    28.09    15.33     0.20       3.3482      11.0672       9.3974     119.4480   11274.5881
 1969.4166  179    20.85    13.05     0.16       3.1719      10.6550       9.5271     109.1802   10493.5062
 1969.4166  180    28.09    14.40     0.00       3.1334      11.6650      10.4525      93.9076    9389.6168
 1969.4166  181    28.71    14.96     0.01       2.8383      11.9081      11.0337      72.8908    7737.3749
 1969.5000  182    24.78    13.19     0.08       2.8824      13.3099      11.2209      80.5577    5873.4268
 1969.5000  183    21.48    13.70     0.00       2.1471      10.6182      11.2430      58.0931    4664.2667
 1969.5000  184    25.50    12.51     0.00       1.6659       8.8688      11.2822      40.0669    3567.8065
 1969.5000  185    29.85    16.07     0.00       1.3250       7.6456      11.1784      29.1659    2833.6114
 1969.5000  186    27.14    10.73     0.00       0.9888       6.1332      10.6289      20.8898    2167.7916
 1969.5000  187    30.14    14.65     0.09       0.7266       4.7815       9.9172      15.0554    1638.8389
 1969.5000  188    23.95     8.46     0.00       0.5525       3.7369       9.1137      11.2106    1258.3831
 1969.5000  189    25.08    11.31     0.00       0.4230       2.9340       8.2307       8.3665     973.5986
 1969.5000  190    28.34    13.06     0.00       0.3986       2.7821       8.0617       7.7000     931.5411
 1969.5000  191    30.13    16.29     1.42       3.1198      30.0753      11.3483      72.6014    9334.2155
 1969.5000  192    27.37    15.42     0.00       2.2780      17.1264      11.4626      52.9103    5825.6185
 1969.5000  193    23.84    10.00     0.00       1.8531      10.5909      11.2728      37.1226    4513.3877
 1969.5000  194    26.62    13.88     0.00       1.4582       7.7723      11.1483      25.9674    3489.1957
 1969.5000  195    34.35    18.60     0.00       1.0801       6.2992      10.8632      17.5429    2603.2323
 1969.5000  196    36.57    20.19     0.00       0.7517       4.7643      10.1107      12.3169    1891.9231
 1969.5000  197    36.41    19.95     0.00       0.5278       3.5479       9.0683       8.6841    1348.1849
 1969.5000  198    37.80    20.06     0.00       0.5705       4.1212       8.4228      13.5806    1063.6036
 1969.5000  199    30.44    11.19     0.00       0.5449       3.9551       8.1684      12.8274    1029.4610
 1969.5000  200    31.83    16.70     0.48       0.8788       5.6337      10.5578      16.5030    1362.2268
 1969.5000  201    31.23    17.41     0.00       0.7287       4.9212       9.9164      15.5299    1316.6498
 1969.5000  202    31.17    15.59     0.11       0.6461       4.5798       8.9564      14.5561    1275.7474
 1969.5000  203    26.17     9.70     0.00       0.6131       4.3789       8.6768      13.6871    1230.2821
 1969.5000  204    26.73    11.36     0.00       0.5813       4.1696       8.5830      12.7119    1191.3283
 1969.5000  205    26.14     7.67     0.00       0.5504       3.9648       8.4395      11.8052    1150.2537
 1969.5000  206    26.06    11.24     0.00       0.5249       3.7957       8.3494      11.0550    1116.2425
 1969.5000  207    28.56    14.90     0.09       0.5048       3.6639       8.2943      10.4656    1088.4063
 1969.5000  208    26.83    13.76     0.29       0.5593       4.8305       9.5273      10.0373    1060.6018
 1969.5000  209    29.14    15.05     0.00       0.4804       3.4579       8.5953       9.5053    1036.6856
 1969.5000  210    33.99    17.40     0.00       0.4590       3.3535       8.2050       9.1166    1015.5267
 1969.5000  211    34.98    10.11     0.00       0.4417       3.2420       8.0311       8.6818     985.5180
 1969.5000  212    31.50    14.75     0.00       0.4252       3.1333       7.9000       8.2159     962.0092
 1969.5834  213    23.63    13.49     0.00       0.5075       3.7491       7.7218      11.6998     939.6401
 1969.5834  214    25.10    13.23     0.00       0.4668       3.4582       7.6365      11.0698     918.9710
 1969.5834  215    23.84     9.66     0.00       0.4464       3.3161       7.5008      10.3915     896.0027
 1969.5834  216    27.08    13.28     0.49       0.8286       6.6916      10.5189      15.8393    1411.3159
 1969.5834  217    27.22    15.94     0.08       0.7158       4.8235      10.0252      14.9201    1367.1458
 1969.5834  218    27.18    16.70     0.00       0.6494       4.5495       9.3720      14.3065    1336.1228
 1969.5834  219    25.52    15.07     0.00       0.6123       4.3895       8.8131      13.5113    1302.3067
 1969.5834  220    28.17    12.06     0.00       0.5884       4.2355       8.7246      12.8170    1265.3810
 1969.5834  221    29.06    12.44     0.00       0.5659       4.0906       8.6338      12.1621    1230.6698
 1969.5834  222    28.70    13.83     0.00       0.5458       3.9606       8.5398      11.5769    1199.6792
 1969.5834  223    29.52    12.87     0.00       0.5262       3.8335       8.4374      11.0174    1168.6000
 1969.5834  224    29.92    13.47     0.00       0.5083       3.7156       8.3513      10.5025    1139.6707
 1969.5834  225    31.14    14.44     0.00       0.4924       3.6106       8.2834      10.0484    1112.9048
 1969.5834  226    33.73    14.65     0.36       0.6056       5.1806       9.9758      10.1742    1134.1240
 1969.5834  227    31.11    15.79     0.23       0.7016       5.8648      10.2990      11.5525    1299.8772
 1969.5834  228    25.78    15.39     0.00       0.5961       4.1318       9.6663      10.9331    1265.4960
 1969.5834  229    28.34    10.71     0.00       0.5278       3.8185       8.7051      10.2483    1228.5201
 1969.5834  230    29.25    12.82     0.00       0.4980       3.6261       8.5422       9.2894    1197.8186
 1969.5834  231    34.04    14.66     0.05       0.4789       3.5006       8.4901       8.7218    1169.2697
 1969.5834  232    35.80    15.00     0.00       0.4655       3.4165       8.3920       8.4147    1141.1457
 1969.5834  233    32.69    15.69     0.00       0.4471       3.2929       8.2627       7.8549    1115.5843
 1969.5834  234    33.57    13.68     0.19       0.4326       3.9807       8.3359       7.3460    1088.6844
 1969.5834  235    27.60    15.38     0.00       0.4183       3.0874       8.1621       6.9906    1066.4123
 1969.5834  236    35.02    15.01     0.00       0.4016       2.9741       8.1139       6.4822    1043.3327
 1969.5834  237    38.51    17.43     0.00       0.3900       2.8985       8.0382       6.1856    1022.1753
 1969.5834  238    32.89    17.45     0.00       0.3796       2.8294       7.8911       5.9323    1003.0330
 1969.5834  239    38.53    19.57     0.00       0.3681       2.7524       7.8326       5.6106     984.7553
 1969.5834  240    37.29    14.51     0.00       0.3581       2.6864       7.6669       5.4051     963.2324
 1969.5834  241    34.88    14.87     0.00       0.3451       2.5951       7.5435       5.0317     943.7423
 1969.5834  242    33.90    12.43     0.00       0.3329       2.5093       7.4270       4.6994     923.9716
 1969.5834  243    31.92    13.52     0.00       0.3212       2.4260       7.3314       4.3659     906.4954
 1969.6666  244    34.00    17.07     0.00       0.3914       2.9611       7.2834       7.0085     921.7626
 1969.6666  245    30.93    11.00     0.00       0.3636       2.7562       7.1388       6.6177     904.1070
 1969.6666  246    24.27     5.60     0.00       0.3471       2.6350       6.9762       6.0687     884.5624
 1969.6666  247    27.99     7.99     0.00       0.3356       2.5519       6.9366       5.7148     867.8944
 1969.6666  248    21.21     7.62     0.00       0.3214       2.4472       6.8128       5.2481     850.8514
 1969.6666  249    32.18    10.81     0.00       0.3891       3.0489       6.8524       8.3875     841.2489
 1969.6666  250    34.18    16.18     3.98       7.2660      89.4290       6.8179     260.3945   29741.7474
 1969.6666  251    24.21    15.84     0.43       6.5206      65.0971       6.3980     276.3991   23301.0316
 1969.6666  252    19.10    11.31     0.00       5.8846      47.7613       6.8692     276.0358   18154.7225
 1969.6666  253    19.16    11.95     0.00       5.2973      34.9933       7.3977     263.3110   14255.0671
 1969.6666  254    21.72    12.46     0.00       5.2279      28.2935       8.0252     256.8590   13846.3616
 1969.6666  255    25.95    12.19     0.00       5.2613      23.6774       8.7665     250.1928   13537.8540
 1969.6666  256    28.82    13.57     0.68       5.2790      18.4702       7.4933     258.7939   13619.9927
 1969.6666  257    26.94    13.65     0.77       5.3590      17.3603       6.4828     267.6906   13483.3694
 1969.6666  258    21.06     6.61     0.44       5.0580      16.3489       6.0135     256.8073   13045.4731
 1969.6666  259    19.63     7.23     0.08       4.9182      15.8800       6.3110     251.3806   12615.7379
 1969.6666  260     9.84    -0.10     0.06       4.4699      14.4184       6.3283     227.3788   11680.2144
 1969.6666  261     4.92    -4.71     0.00       3.9961      12.9126       6.5534     204.0244   10430.6531
 1969.6666  262    14.13    -2.76     0.00       3.8054      12.3645       7.0699     195.1464    9730.2830
 1969.6666  263    27.22     3.74     0.00       4.0059      13.2481       7.9324     203.1714    9866.8557
 1969.6666  264    22.71     5.03     0.41       3.8342      12.3813       7.2568     196.8138    9804.5826
 1969.6666  265    13.42     2.46     0.00       3.6113      11.7295       7.5385     185.1981    9055.0244
 1969.6666  266    11.29     2.49     0.06       3.3744      10.9862       7.6398     174.0129    8299.9009
 1969.6666  267    20.36     3.68     0.00       3.3989      11.2522       8.2275     172.8434    8113.4987
 1969.6666  268    16.77     4.22     0.00       3.2905      11.1119       8.5903     162.3217    7700.1679
 1969.6666  269    17.12     3.32     0.00       3.2146      11.1522       8.9652     154.0842    7249.5687
 1969.6666  270    17.69     0.70     0.00       3.0927      11.1042       9.3069     142.8667    6690.3281
 1969.6666  271    23.68     1.30     0.00       3.0654      11.5686       9.7920     134.2930    6321.5500
 1969.6666  272    18.96     3.72     0.00       2.9060      11.4673      10.0595     120.9921    5781.9796
 1969.6666  273    15.67     4.62     0.00       2.7024      11.1300      10.2508     107.9852    5165.5459
 1969.7500  274    22.16     6.01     0.00       2.7738      12.0128      10.5840     109.8098    4584.8674
 1969.7500  275    15.02     0.34     0.00       2.3289      10.5319      10.5704      90.8995    3826.8366
 1969.7500  276    14.67    -3.18     0.00       1.9707       9.2943      10.6193      74.1685    3121.3069
 1969.7500  277     8.07    -2.70     0.00       1.6346       7.9786      10.5844      59.6316    2513.4504
 1969.7500  278     6.15    -6.77     0.00       1.3242       6.6661      10.5173      46.8317    1994.8730
 1969.7500  279    11.59    -4.46     0.00       1.1235       5.8304      10.6186      38.4226    1673.6908
 1969.7500  280    26.76     1.94     0.00       1.2541       7.0303      10.9161      44.1080    1605.7061
 1969.7500  281    20.75     1.69     0.00       1.2268       7.1180      10.8333      41.5521    1561.2344
 1969.7500  282    16.69     1.42     0.00       1.1829       7.0691      10.7293      38.8594    1496.8726
 1969.7500  283    26.66     4.67     0.00       1.1912       7.4683      10.7677      37.4520    1485.9296
 1969.7500  284    23.20     5.57     0.00       1.1323       7.1597      10.7066      34.9954    1432.1744
 1969.7500  285    22.59     3.87     0.04       1.0508       6.7198      10.6231      31.9043    1341.5278
 1969.7500  286    11.41     0.47     0.00       0.9544       6.1428      10.4074      28.5982    1228.8263
 1969.7500  287     6.46    -1.17     0.13       0.8635       6.7155      10.4161      26.2441    1154.2570
 1969.7500  288    21.93    -0.25     0.00       0.8086       5.2424      10.4108      23.7250    1069.8278
 1969.7500  289    29.29     6.42     0.00       0.7556       4.9711      10.4727      21.9458    1015.5841
 1969.7500  290     8.49    -7.90     0.00       0.6560       4.3397      10.0141      18.8287     898.1553
 1969.7500  291     7.96    -7.90     0.00       0.5779       3.8430       9.9304      16.3825     807.2042
 1969.7500  292    10.99    -5.07     0.00       0.5185       3.4685       9.9181      14.5085     739.2636
 1969.7500  293    19.19    -0.05     0.00       0.4773       3.2198       9.9757      13.2064     691.5314
 1969.7500  294    17.27     0.46     0.00       0.4398       2.9881       9.8847      12.0231     647.7734
 1969.7500  295    15.19    -3.62     0.37       0.4800       3.5332      10.3492      13.2123     739.6066
 1969.7500  296    -2.30    -6.49     2.36       0.4972       0.0000      10.2007      11.9981     704.5960
 1969.7500  297    -0.53    -9.72     0.00       0.4096       0.0000      10.1569      10.8170     669.5154
 1969.7500  298     4.44    -6.02     0.00       0.3832       0.0000      10.1420       9.8895     642.3555
 1969.7500  299     9.88    -3.22     0.00       0.4445       0.0000      10.2272      12.4576     850.6324
 1969.7500  300    10.15    -6.42     1.99       0.5866       0.0000      10.1903      15.4422    1096.1094
 1969.7500  301    -7.54   -12.20     1.70       0.5750       0.0000      10.1315      14.6694    1091.4068
 1969.7500  302   -10.21   -16.76     0.54       0.5349       0.0000      10.1032      13.0785    1021.2422
 1969.7500  303   -10.43   -20.62     0.00       0.4509       0.0000      10.0732      11.5544     950.9444
 1969.7500  304    -7.83   -14.79     0.00       0.4172       0.0000      10.0568      10.3187     892.5185
 1969.8334  305    -8.65   -16.85     0.06       0.4105       0.0000      10.0315      10.0141     871.1567
 1969.8334  306   -10.78   -16.68     0.00       0.3846       0.0000      10.0068       9.3896     828.4654
 1969.8334  307    -9.44   -18.95     0.00       0.3764       0.0000       9.9836       9.2119     793.0271
 1969.8334  308    -0.76   -10.44     0.25       0.3696       0.0000       9.9816       9.0353     767.0794
 1969.8334  309    -2.33   -20.62     0.00       0.3632       0.0000       9.9527       8.8602     745.7722
 1969.8334  310   -12.95   -23.10     0.00       0.3570       0.0000       9.9214       8.6872     727.1597
 1969.8334  311    -5.56   -21.58     0.00       0.3515       0.0000       9.9094       8.5167     712.9554
 1969.8334  312     4.28    -6.84     0.01       0.3471       0.0000       9.9139       8.3496     703.6927
 1969.8334  313     2.37   -10.76     0.00       0.3425       0.0000       9.8927       8.1856     694.1018
 1969.8334  314    -0.25   -10.33     0.00       0.3380       0.0000       9.8747       8.0247     685.0024
 1969.8334  315     4.70    -2.80     0.00       0.3341       0.0000       9.8738       7.8673     678.5321
 1969.8334  316     9.24     0.49     0.00       0.3306       0.0000       9.8730       7.7134     673.7827
 1969.8334  317     7.86     0.50     0.00       0.3271       0.0000       9.5953       7.6123     922.7280
 1969.8334  318     3.28    -1.43     0.00       0.3381       0.0000       9.3402       7.6720    1127.9256
 1969.8334  319     3.33    -6.47     0.00       0.3194       0.0000       8.9817       7.6619    1111.4820
 1969.8334  320     3.67    -2.99     0.00       0.3893       0.0000       8.5775       7.6815    1097.4071
 1969.8334  321     2.75     0.43     0.77       0.4291       0.0000       6.5040      10.7325    1557.9310
 1969.8334  322     7.07    -1.63     0.00       0.5537       0.0000       5.5001      11.3136    1623.5237
 1969.8334  323     6.92    -2.60     0.00       0.5684       0.0000       4.5470      11.6366    1656.6688
 1969.8334  324     9.58    -0.40     0.00       0.5203       0.0000       3.3317       8.0500    1655.8179
 1969.8334  325     1.89    -9.69     0.00       0.5192       0.0000       3.1187       8.1426    1636.5460
 1969.8334  326    -2.91    -9.44     0.00       0.5173       0.0000       3.2146       8.2292    1616.7931
 1969.8334  327    -2.66   -14.89     0.05       0.3434       0.0000       3.2983       8.3095    1596.1105
 1969.8334  328    -7.07   -15.21     0.00       0.3414       0.0000       3.3739       8.3840    1574.8346
 1969.8334  329    -0.06   -13.26     0.00       0.3405       0.0000       3.4552       8.4541    1561.2791
 1969.8334  330     1.72    -4.90     0.00       0.3405       0.0000       3.3555       8.5214    1554.1734
 1969.8334  331    -1.92    -8.04     0.00       0.3396       0.0000       3.4197       8.5855    1542.1034
 1969.8334  332    -0.95    -7.37     0.00       0.3390       0.0000       3.4869       8.6464    1531.6342
 1969.8334  333    -1.10   -15.50     0.00       0.3377       0.0000       3.5418       8.7034    1516.5696
 1969.8334  334    -4.03   -15.79     0.00       0.3363       0.0000       3.5976       8.7562    1501.1227
 1969.9166  335    -3.35   -14.23     0.00       0.6217       0.0000       3.6559       9.6716    1440.2267
 1969.9166  336    -0.70   -22.28     0.00       0.4942       0.0000       3.7048       9.4293    1425.2695
 1969.9166  337   -15.42   -21.60     0.00       0.3281       0.0000       3.7422       9.4630    1404.1716
 1969.9166  338    -8.55   -15.84     0.00       0.3271       0.0000       3.8033       9.4930    1392.3964
 1969.9166  339    -5.38   -13.48     0.00       0.3264       0.0000       3.8577       9.5206    1383.7546
 1969.9166  340    11.84    -5.93     0.00       0.3280       0.0000       2.7021       9.5485    1390.7200
 1969.9166  341     4.38    -5.22     0.00       0.3282       0.0000       2.3302       9.5764    1389.0836
 1969.9166  342     6.59    -7.21     0.00       0.3284       0.0000       1.8073       9.6037    1386.8472
 1969.9166  343     4.72    -7.12     0.00       0.3284       0.0000       1.5203       9.6301    1383.0993
 1969.9166  344     4.82    -5.76     0.00       0.3285       0.0000       1.3610       9.6557    1380.2239
 1969.9166  345     5.96    -5.65     0.00       0.3286       0.0000       1.1778       9.6807    1377.9366
 1969.9166  346     1.65    -5.62     0.00       0.3283       0.0000       1.1358       9.7046    1372.5656
 1969.9166  347     0.06   -13.07     0.00       0.3272       0.0000       1.1375       9.7263    1361.7799
 1969.9166  348     0.02   -16.44     0.00       0.3259       0.0000       1.1431       9.7452    1350.3939
 1969.9166  349     1.36   -14.06     0.00       0.3252       0.0000       1.1080       9.7620    1342.7311
 1969.9166  350     5.17    -9.47     0.00       0.3253       0.0000       0.9697       9.7780    1340.7119
 1969.9166  351    -2.27   -14.94     0.00       0.3240       0.0000       0.9895       9.7920    1329.6233
 1969.9166  352     1.24   -13.73     0.00       0.3234       0.0000       0.9591       9.8040    1322.9448
 1969.9166  353     2.25    -4.92     0.34       0.3237       0.0000       0.9850       9.8156    1322.8633
 1969.9166  354     4.07    -7.23     0.00       0.3238       0.0000       0.9447       9.8271    1321.3599
 1969.9166  355     9.59    -5.71     0.00       0.3245       0.0000       0.9466       9.8391    1323.8358
 1969.9166  356     4.45    -8.09     0.00       0.4974       0.0000       0.9437       9.8509    1320.1308
 1969.9166  357     6.36    -9.44     0.00       0.3196       0.0856       0.9246       9.8557    1284.0338
 1969.9166  358     3.69    -8.77     0.00       0.3160       0.0848       0.9228       9.8529    1258.4746
 1969.9166  359     6.53    -8.07     0.00       0.3135       0.0844       0.9225       9.8446    1240.5036
 1969.9166  360     3.38    -8.12     0.00       0.3112       0.0841       0.9199       9.8318    1223.5784
 1969.9166  361     4.20    -8.27     0.00       0.3089       0.0839       0.9178       9.8148    1208.0857
 1969.9166  362    -0.82    -6.54     0.00       0.3076       0.0838       0.9193       9.7948    1199.1376
 1969.9166  363    -0.17    -4.13     0.00       0.3076       0.0841       0.9238       9.7740    1198.8594
 1969.9166  364    -0.37    -9.10     0.00       0.3047       0.0838       0.9115       9.7504    1179.3998
 1969.9166  365     1.70    -9.56     0.00       0.3021       0.0836       0.9187       9.7217    1162.2283
 1970.0000    1     1.68    -9.77     0.00       0.4701       0.1311       0.9731      10.1249    1146.8609
 1970.0000    2     7.25    -8.32     0.00       0.3016       0.0853       1.0544      10.0875    1139.2824
 1970.0000    3     5.00    -9.19     0.00       0.2998       0.0859       1.1228      10.0478    1128.4214
 1970.0000    4     5.38    -6.34     0.00       0.2995       0.0872       1.2049      10.0070    1127.6929
 1970.0000    5     7.50    -8.38     0.00       0.2982       0.0886       1.2863       9.9654    1119.8504
 1970.0000    6    -2.15    -6.83     0.00       0.2973       0.0893       1.3346       9.9224    1115.2849
 1970.0000    7    -2.22    -9.93     0.00       0.2950       0.0897       1.3744       9.8769    1101.1160
 1970.0000    8    -5.27   -14.32     0.00       0.2910       0.0893       1.3977       9.8253    1075.8451
 1970.0000    9     0.93   -13.07     0.00       0.2884       0.0902       1.4651       9.7671    1060.7408
 1970.0000   10     8.96    -7.20     0.00       0.2887       0.0935       1.5928       9.7076    1066.0662
 1970.0000   11    10.11    -4.70     0.00       0.2898       0.0978       1.7190       9.6518    1076.3887
 1970.0000   12     0.05    -5.01     0.00       0.2900       0.0998       1.7756       9.5994    1079.4797
 1970.0000   13    -0.10    -7.59     0.10       0.2913       0.0000       1.8068       9.5503    1090.5930
 1970.0000   14    -6.62   -25.82     0.03       0.2905       0.0000       1.8073       9.5034    1086.9569
 1970.0000   15     0.80   -25.82     0.00       0.2903       0.0000       4.0504       9.4568    1087.8592
 1970.0000   16     2.18   -17.45     0.00       0.2868       0.9485       3.9136       9.3954    1052.8636
 1970.0000   17   -12.17   -21.21     0.00       0.2803       0.9270       3.8575       9.3203    1013.7542
 1970.0000   18     0.66   -20.87     0.00       0.2756       0.9117       3.9122       9.2322     988.2971
 1970.0000   19     5.30    -4.91     0.00       0.2775       0.9180       4.1631       9.1415    1006.1743
 1970.0000   20     8.66    -9.44     0.00       0.2772       0.9169       4.2567       9.0574    1008.5417
 1970.0000   21     8.12    -8.91     0.00       0.2768       0.9161       4.3874       8.9754    1010.6093
 1970.0000   22     2.57    -7.81     0.00       0.2765       0.9152       4.4770       8.8954    1012.1585
 1970.0000   23    -4.17   -12.61     0.00       0.2737       0.9064       4.4610       8.8145     998.3313
 1970.0000   24    -7.24   -13.42     0.35       0.2749       0.0000       4.5546       8.7347    1009.9508
 1970.0000   25    -3.72   -11.31     0.00       0.2759       0.0000       4.5718       8.6600    1020.8358
 1970.0000   26     0.03   -18.29     0.00       0.2764       0.0000       4.5726       8.5903    1027.8773
 1970.0000   27    -1.76   -16.32     0.00       0.2768       0.0000       4.5778       8.5244    1033.7613
 1970.0000   28     7.21    -4.71     0.00       0.2774       0.9175       4.0877       8.4627    1042.5983
 1970.0000   29     8.09    -0.11     0.00       0.2798       0.9256       4.2640       8.4071    1061.2884
 1970.0000   30     7.86    -1.74     0.00       0.2812       0.9303       4.3899       8.3587    1072.6518
 1970.0000   31    10.50    -2.23     0.00       0.2827       0.9354       4.5624       8.3154    1083.6167
 1970.0834   32    15.72    -2.28     0.00       0.3100       1.0270       4.7901       8.7722    1215.7165
 1970.0834   33     8.68    -2.80     0.00       0.3078       1.0210       4.9228       8.7414    1221.3494
 1970.0834   34     1.86    -4.85     0.00       0.3071       1.0199       4.9765       8.7110    1214.8607
 1970.0834   35     7.70    -3.79     0.00       0.3085       1.0272       5.1560       8.6809    1219.4106
 1970.0834   36     8.62    -4.19     0.00       0.3102       1.0367       5.3219       8.6527    1222.8529
 1970.0834   37     5.37    -5.95     0.00       0.3106       1.0424       5.4277       8.6249    1216.9350
 1970.0834   38    -3.39   -14.04     0.00       0.3059       1.0291       5.3659       8.5906    1181.2030
 1970.0834   39    -6.39   -13.63     0.00       0.3022       1.0186       5.3922       8.5457    1154.2715
 1970.0834   40     5.32   -11.91     0.00       0.3026       1.0263       5.5828       8.4987    1146.0777
 1970.0834   41    -8.47   -18.49     0.15       0.3031       0.0000       5.6296       8.4537    1148.6775
 1970.0834   42   -11.33   -18.35     0.00       0.3028       0.0000       5.6273       8.4104    1148.0528
 1970.0834   43    -3.19   -14.34     0.00       0.3034       0.0000       5.6583       8.3696    1152.9949
 1970.0834   44    -3.01   -13.31     0.00       0.3039       0.0000       5.6673       8.3312    1156.9668
 1970.0834   45     1.42    -7.09     0.00       0.3023       1.0215       5.5814       8.2942    1154.8652
 1970.0834   46    -1.46    -4.80     0.00       0.3032       1.0278       5.6659       8.2583    1156.0301
 1970.0834   47     0.52    -3.30     0.00       0.3054       1.0393       5.7799       8.2247    1162.2134
 1970.0834   48    -0.79    -4.42     0.67       0.3212       0.0000       5.7983       8.2106    1169.4832
 1970.0834   49    -1.62    -7.19     0.00       0.3072       0.0000       5.7990       8.1817    1173.6920
 1970.0834   50    -1.35   -11.88     0.15       0.3074       0.0000       5.7966       8.1545    1175.3856
 1970.0834   51    -7.29   -13.94     0.00       0.3069       0.0000       5.7843       8.1279    1173.2458
 1970.0834   52    -2.40   -12.81     0.00       0.3070       0.0000       5.8004       8.1026    1174.7981
 1970.0834   53     1.37    -7.04     0.00       0.3079       0.0000       5.8265       8.0793    1180.7221
 1970.0834   54    -2.45   -12.22     0.00       0.3078       0.0000       5.8139       8.0572    1180.8602
 1970.0834   55    -0.76   -12.10     0.00       0.3079       0.0000       5.8226       8.0361    1182.1502
 1970.0834   56     7.59    -8.58     0.00       0.2985       0.9877       4.7177       8.0167    1183.7161
 1970.0834   57    10.05     0.76     0.00       0.3033       1.0043       5.0282       8.0033    1211.6899
 1970.0834   58    15.66     1.20     0.00       2.6339       8.7350       5.3333       7.9655    1246.5348
 1970.0834   59    11.98    -2.45     0.00       2.5507       8.4789       5.5204       7.8606    1260.3360
 1970.1666   60    20.13    -0.86     0.00       6.2715      20.9826       5.9240       8.6121    1169.1199
 1970.1666   61    20.53    -1.24     0.00       0.3119       1.0539       6.2658       8.4591    1196.4733
 1970.1666   62     9.95    -2.23     0.00       0.3150       1.0742       6.3954       8.3936    1195.7791
 1970.1666   63     4.59    -1.90     0.00       0.3173       1.0923       6.5195       8.3867    1188.3102
 1970.1666   64     4.36    -0.01     0.82       0.3955       3.1085       4.7518       8.4662    1526.4572
 1970.1666   65     4.40     1.76     0.56       0.3981       3.1302       4.1815       8.5467    1536.3142
 1970.1666   66     3.47     0.12     0.04       0.3433       1.8511       4.1817       8.5550    1230.1265
 1970.1666   67     4.57     0.47     0.00       0.3392       1.2817       4.3408       8.5677    1235.2061
 1970.1666   68     3.57   -10.29     0.00       0.3252       1.0712       4.4521       8.5647    1210.7997
 1970.1666   69    -2.29   -10.79     0.00       0.3074       1.0131       4.5287       8.5793    1181.7273
 1970.1666   70     5.58    -8.47     0.00       0.3044       1.0044       4.7962       8.5898    1179.1554
 1970.1666   71     6.69    -2.55     0.00       6.2395      20.6403       5.0660       8.6023    1191.6850
 1970.1666   72     6.98    -1.75     0.00       5.3287      17.6899       5.3003       8.5076    1202.9175
 1970.1666   73    10.47    -3.35     0.00       4.4603      14.8933       5.5729       8.4243    1216.1002
 1970.1666   74     7.17    -6.95     0.00       0.3143       1.0573       5.7493       8.3453    1208.7675
 1970.1666   75    11.58    -5.78     0.00       0.3202       1.0898       6.0639       8.3685    1216.9928
 1970.1666   76     9.72    -3.81     0.00       0.3260       1.1246       6.3114       8.3581    1221.1046
 1970.1666   77    -1.50    -4.66     0.00       0.3247       1.1280       6.3080       8.3417    1195.5076
 1970.1666   78     6.21    -4.50     0.00       0.3302       1.1663       6.5893       8.3611    1191.5427
 1970.1666   79     9.88    -5.00     0.00       0.3378       1.2173       6.8672       8.3585    1191.4960
 1970.1666   80    -2.54    -9.73     0.49       0.3334       0.0000       6.7603       8.2672    1168.4629
 1970.1666   81    -1.00   -10.08     0.00       0.3313       0.0000       6.7591       8.2814    1154.2785
 1970.1666   82     9.59    -7.12     0.00       0.3152       1.0689       6.2199       8.3001    1178.6768
 1970.1666   83    15.26    -2.20     0.00       0.3270       1.1270       6.6632       8.2358    1213.5707
 1970.1666   84     7.95    -4.53     0.00       0.3293       1.1491       6.7986       7.9121    1212.2484
 1970.1666   85     8.50   -10.18     0.00       0.3327       1.1823       6.9878       7.8370    1197.7907
 1970.1666   86     6.37    -6.66     0.00       0.3378       1.2257       7.2030       7.8631    1183.2295
 1970.1666   87    14.13    -1.25     0.00       0.3504       1.3107       7.6440       7.8305    1194.3634
 1970.1666   88    15.64    -3.85     0.00       0.3582       1.3875       7.9563       7.5145    1183.8079
 1970.1666   89    11.12    -4.36     0.00       0.3587       1.4310       8.1117       7.2283    1146.0080
 1970.1666   90    12.15    -6.54     0.00       0.3594       1.4835       8.3274       7.0861    1098.9995
 1970.2500   91     2.12   -11.35     0.00       0.3843       1.6308       8.2709       8.4155    1053.6873
 1970.2500   92     5.64    -9.29     0.00       0.3690       1.6144       8.4683       8.4100     988.2615
 1970.2500   93    14.55    -4.01     0.00       0.3704       1.6855       8.8571       8.3941     935.9166
 1970.2500   94    16.62    -1.32     0.00       0.3650       1.7270       9.1211       8.0847     874.4439
 1970.2500   95    20.58    -1.37     0.00       0.3537       1.7472       9.3881       7.6243     797.8459
 1970.2500   96    18.86     1.98     0.00       0.3380       1.7215       9.5376       7.0172     732.4053
 1970.2500   97    15.12    -1.06     0.00       0.3208       1.6666       9.5241       6.4427     677.5282
 1970.2500   98     8.80    -1.60     0.00       0.3096       1.6326       9.4411       6.1254     645.6170
